2025-06-20T11:20:44.044659Z  INFO Logging to file: "orig_adc_50hz.6.txt"
2025-06-20T11:20:44.048486Z  INFO Inferred device address from filename: 6
2025-06-20T11:20:44.048539Z  INFO Running in Grouped Chronological Mode.
2025-06-20T11:20:44.523833Z  INFO Ingested 270 packets. Grouping transactions...
2025-06-20T11:20:44.524156Z  INFO [TXN-REQ] H->D F:236  @ 2.743632s | Command(CommandHeader { command_type: Connect, transaction_id: 1, attribute: None }, None)
2025-06-20T11:20:44.528293Z  INFO [TXN-RSP] D->H F:1306 @ 14.825355s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 125, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\xe2\xa4;\0l\x8cM\0\x16\0\0\0<\0\xa5\x0c\0\0\0\0\xf6\xa4;\0l\x8cM\0\x1e\0\0\0C\0\xa5\x0c\0\0\0\0\n\xa5;\0l\x8cM\0&\0\0\0@\0\xa5\x0c\0\0\0\0\x1e\xa5;\0\xa7\x8cM\0>\0\0\0D\0\xa3\x0c\0\0\0\02\xa5;\0l\x8cM\0>\0\0\0B\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.528310Z  INFO [TXN-REQ] H->D F:1310 @ 14.925288s | Command(CommandHeader { command_type: GetData, transaction_id: 126, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.528325Z  INFO [TXN-RSP] D->H F:1312 @ 14.925544s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 126, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05F\xa5;\0l\x8cM\0F\0\0\0B\0\xa5\x0c\0\0\0\0Z\xa5;\0l\x8cM\0V\0\0\0C\0\xa3\x0c\0\0\0\0n\xa5;\0l\x8cM\0b\0\0\0C\0\xa5\x0c\0\0\0\0\x82\xa5;\0l\x8cM\0b\0\0\0C\0\xa3\x0c\0\0\0\0\x96\xa5;\0l\x8cM\0b\0\0\0A\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.528342Z  INFO [TXN-REQ] H->D F:1316 @ 14.934519s | Command(CommandHeader { command_type: StopStream, transaction_id: 127, attribute: None }, None)
2025-06-20T11:20:44.528350Z  INFO [TXN-RSP] D->H F:1318 @ 14.934656s | Acknowledge { header: CommandHeader { command_type: Accept, transaction_id: 127, attribute: None }, kind: Accept }
2025-06-20T11:20:44.528359Z  INFO [TXN-REQ] H->D F:1320 @ 14.986020s | Command(CommandHeader { command_type: GetData, transaction_id: 128, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528370Z  INFO [TXN-RSP] D->H F:1322 @ 14.986183s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 128, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: 74, vbus_avg_uv: 5082161, ibus_avg_ua: 9, vbus_ori_avg_uv: 5082167, ibus_ori_avg_ua: 103, temp_raw: 3160, vcc1_tenth_mv: 667, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528381Z  INFO [TXN-REQ] H->D F:1336 @ 15.195105s | Command(CommandHeader { command_type: GetData, transaction_id: 129, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528391Z  INFO [TXN-RSP] D->H F:1338 @ 15.195268s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 129, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: 54, vbus_avg_uv: 5082279, ibus_avg_ua: 42, vbus_ori_avg_uv: 5082285, ibus_ori_avg_ua: 136, temp_raw: 3161, vcc1_tenth_mv: 667, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528403Z  INFO [TXN-REQ] H->D F:1394 @ 15.406165s | Command(CommandHeader { command_type: GetData, transaction_id: 130, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528413Z  INFO [TXN-RSP] D->H F:1396 @ 15.406328s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 130, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: 58, vbus_avg_uv: 5082279, ibus_avg_ua: 42, vbus_ori_avg_uv: 5082285, ibus_ori_avg_ua: 136, temp_raw: -32768, vcc1_tenth_mv: 667, vcc2_raw: 32372, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32380, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3236, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528424Z  INFO [TXN-REQ] H->D F:1418 @ 15.615012s | Command(CommandHeader { command_type: GetData, transaction_id: 131, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528435Z  INFO [TXN-RSP] D->H F:1420 @ 15.615171s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 131, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: 58, vbus_avg_uv: 5082279, ibus_avg_ua: 42, vbus_ori_avg_uv: 5082285, ibus_ori_avg_ua: 136, temp_raw: -32768, vcc1_tenth_mv: 666, vcc2_raw: 32375, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32383, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3236, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528446Z  INFO [TXN-REQ] H->D F:1454 @ 15.816109s | Command(CommandHeader { command_type: GetData, transaction_id: 132, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528455Z  INFO [TXN-RSP] D->H F:1456 @ 15.816275s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 132, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082259, ibus_ua: 22, vbus_avg_uv: 5082234, ibus_avg_ua: 51, vbus_ori_avg_uv: 5082240, ibus_ori_avg_ua: 145, temp_raw: 3162, vcc1_tenth_mv: 666, vcc2_raw: 32375, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32383, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3236, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.528466Z  INFO [TXN-REQ] H->D F:1484 @ 16.025154s | Command(CommandHeader { command_type: GetData, transaction_id: 133, attribute: AdcQueue }, None)
2025-06-20T11:20:44.528475Z  INFO [TXN-RSP] D->H F:1486 @ 16.025317s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 133, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082259, ibus_ua: 22, vbus_avg_uv: 5082234, ibus_avg_ua: 51, vbus_ori_avg_uv: 5082240, ibus_ori_avg_ua: 145, temp_raw: 3162, vcc1_tenth_mv: 667, vcc2_raw: 32377, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32385, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3236, vdp_avg_mv: 0, vdm_avg_mv: 0 })
